run_id,strategy,benchmark,tool,budget,seed,queue_permutation_id,ablation_config,tau,theta,n_min,p_probe,total_evals,successful_evals,wasted_calls,sr_pct,best_qor_name,best_qor_value,best_area,best_latency,uqor,ttff_s,total_wall_clock_s,total_skipped,false_skips_pending,false_skips_verified,signatures_learned,probes_triggered,probes_succeeded,overhead_phago_ms,overhead_rpe_ms,overhead_ofrs_ms
PA-DSE_DFRL-only_binary_search_B30_sNone_3950175,PA-DSE_DFRL-only,binary_search,dynamatic,30,,1,DFRL-only,2,0.8,5,0.05,30,29,1,96.7,component_count,34.0,34.0,237,10,8.936,182.473,0,0,,0,0,0,0.01,6.13,134.92
PA-DSE_DFRL-only_binary_search_B30_sNone_4132648,PA-DSE_DFRL-only,binary_search,dynamatic,30,,2,DFRL-only,2,0.8,5,0.05,30,29,1,96.7,component_count,35.0,35.0,263,3,10.832,120.238,0,0,,0,0,0,0.00,4.97,135.92
PA-DSE_SCF+RPE-reorder_binary_search_B30_sNone_4252886,PA-DSE_SCF+RPE-reorder,binary_search,dynamatic,30,,0,SCF+RPE-reorder,2,0.8,5,0.05,30,27,3,90.0,component_count,34.0,34.0,237,10,5.900,177.189,0,0,,0,0,0,1.52,4.46,147.28
PA-DSE_SCF+RPE-reorder_binary_search_B30_sNone_4430075,PA-DSE_SCF+RPE-reorder,binary_search,dynamatic,30,,1,SCF+RPE-reorder,2,0.8,5,0.05,30,29,1,96.7,component_count,34.0,34.0,237,10,8.649,180.388,0,0,,0,0,0,1.70,5.18,145.36
PA-DSE_SCF+RPE-reorder_binary_search_B30_sNone_4610463,PA-DSE_SCF+RPE-reorder,binary_search,dynamatic,30,,2,SCF+RPE-reorder,2,0.8,5,0.05,30,29,1,96.7,component_count,35.0,35.0,263,3,8.641,122.321,0,0,,0,0,0,0.61,3.70,150.48
PA-DSE_SCF+OFRS-skip_binary_search_B30_sNone_4732785,PA-DSE_SCF+OFRS-skip,binary_search,dynamatic,30,,0,SCF+OFRS-skip,2,0.8,5,0.05,1,0,1,0.0,component_count,,,,0,,0.691,191,191,,0,0,0,0.32,1.81,0.26
PA-DSE_SCF+OFRS-skip_binary_search_B30_sNone_4733476,PA-DSE_SCF+OFRS-skip,binary_search,dynamatic,30,,1,SCF+OFRS-skip,2,0.8,5,0.05,1,0,1,0.0,component_count,,,,0,,0.707,191,191,,0,0,0,0.57,2.13,0.44
PA-DSE_SCF+OFRS-skip_binary_search_B30_sNone_4734183,PA-DSE_SCF+OFRS-skip,binary_search,dynamatic,30,,2,SCF+OFRS-skip,2,0.8,5,0.05,30,29,1,96.7,component_count,35.0,35.0,263,3,5.830,119.027,0,0,,0,0,0,0.60,136.04,192.32
PA-DSE_no-filter_fir_B30_sNone_4853210,PA-DSE_no-filter,fir,dynamatic,30,,0,no-filter,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,14,5.380,132.203,0,0,,0,0,0,0.00,0.00,0.00
PA-DSE_no-filter_fir_B30_sNone_4985414,PA-DSE_no-filter,fir,dynamatic,30,,1,no-filter,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,16,5.036,133.574,0,0,,0,0,0,0.00,0.00,0.00
PA-DSE_no-filter_fir_B30_sNone_5118988,PA-DSE_no-filter,fir,dynamatic,30,,2,no-filter,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,113,11,5.062,128.354,0,0,,0,0,0,0.00,0.00,0.00
PA-DSE_SCF-only_fir_B30_sNone_5247342,PA-DSE_SCF-only,fir,dynamatic,30,,0,SCF-only,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,14,5.572,140.767,0,0,,0,0,0,0.54,0.00,0.00
PA-DSE_SCF-only_fir_B30_sNone_5388109,PA-DSE_SCF-only,fir,dynamatic,30,,1,SCF-only,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,16,4.870,136.958,0,0,,0,0,0,0.60,0.00,0.00
PA-DSE_SCF-only_fir_B30_sNone_5525068,PA-DSE_SCF-only,fir,dynamatic,30,,2,SCF-only,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,113,11,3.902,129.511,0,0,,0,0,0,0.58,0.00,0.00
PA-DSE_SCF+RPE_fir_B30_sNone_5654579,PA-DSE_SCF+RPE,fir,dynamatic,30,,0,SCF+RPE,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,14,3.977,129.476,0,0,,0,0,0,0.59,7.00,0.05
PA-DSE_SCF+RPE_fir_B30_sNone_5784055,PA-DSE_SCF+RPE,fir,dynamatic,30,,1,SCF+RPE,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,16,5.147,142.624,0,0,,0,0,0,2.60,6.19,0.04
PA-DSE_SCF+RPE_fir_B30_sNone_5926678,PA-DSE_SCF+RPE,fir,dynamatic,30,,2,SCF+RPE,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,113,11,4.607,126.061,0,0,,0,0,0,0.59,8.18,0.04
PA-DSE_SCF+OFRS_fir_B30_sNone_6052739,PA-DSE_SCF+OFRS,fir,dynamatic,30,,0,SCF+OFRS,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,6,5.092,108.107,0,0,,0,0,0,2.57,3.49,93.95
PA-DSE_SCF+OFRS_fir_B30_sNone_6160847,PA-DSE_SCF+OFRS,fir,dynamatic,30,,1,SCF+OFRS,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,7,4.611,131.936,0,0,,0,0,0,0.64,4.35,133.83
PA-DSE_SCF+OFRS_fir_B30_sNone_6292783,PA-DSE_SCF+OFRS,fir,dynamatic,30,,2,SCF+OFRS,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,7,4.187,117.440,0,0,,0,0,0,0.57,3.93,137.96
PA-DSE_SCF+DFRL_fir_B30_sNone_6410223,PA-DSE_SCF+DFRL,fir,dynamatic,30,,0,SCF+DFRL,2,0.8,5,0.05,30,30,0,100.0,component_count,33.0,33.0,111,6,5.249,139.843,0,0,,0,0,0,0.33,5.31,128.81
