tool,scf_ms,rpe_ms,ofrs_ms,algo_total_ms,synth_ms,ratio
Bambu,0.08594583333333332,0.16887500000000003,5.030308333333334,5.2851291666666675,2503.7323708333333,473.7315384124165
Dynamatic,0.024912929333330183,0.06872483000046258,1.9228934326665312,2.016531192000324,1138.84,564.7519882250434
