config,n,sr_pct_mean,sr_pct_std,wasted_calls_mean,wasted_calls_std,ttff_s_mean,ttff_s_std,signatures_learned_mean,signatures_learned_std,total_skipped_mean,total_skipped_std
no-filter,24,12.200000000000001,9.749202865964946,26.333333333333332,2.929114225312413,21.142375,16.558921651182484,0.0,0.0,0.0,0.0
SCF-only,24,17.766666666666666,6.452681725397228,24.666666666666668,1.9261736493723074,20.83945833333333,14.102183219750259,0.0,0.0,0.0,0.0
SCF+RPE,24,57.800000000000004,1.5890932607321522,12.666666666666666,0.4815434123430768,22.111708333333336,16.105573568013966,1.0,0.0,211.33333333333334,0.48154341234307685
SCF+OFRS,24,84.46666666666665,3.226340862698616,4.666666666666667,0.9630868246861537,20.093500000000002,14.831961062399055,0.0,0.0,0.0,0.0
SCF+DFRL,24,84.46666666666665,3.226340862698616,4.666666666666667,0.9630868246861537,20.197625,14.461257010769213,0.0,0.0,0.0,0.0
DFRL-only,24,80.0,7.361001822176583,6.0,2.206709137469482,19.313708333333334,11.22330462254154,0.0,0.0,0.0,0.0
SCF+RPE-reorder,24,84.46666666666665,3.226340862698616,4.666666666666667,0.9630868246861537,18.607625,12.217759407527119,0.0,0.0,0.0,0.0
SCF+OFRS-skip,24,28.900000000000002,41.74981385014476,2.0,1.4446302370292303,4.91875,1.0883722774334683,0.0,0.0,186.0,134.35061204371843
