id,tool,clock_period,pipeline,pipeline_ii,memory_policy,channels_type,channels_number,num_control_steps,num_states,max_freq_mhz,min_slack,total_area,area_no_mux,mux_area,num_dsps,num_ffs,num_modules,num_registers,num_muxes,runtime_s,success,strategy,benchmark,error_type,pruned_by_autophagy
29,bambu,10,False,,ALL_BRAM,MEM_ACC_NN,2,10.0,8.0,101.83090948803952,0.17979899200002447,360.0,256.0,104.0,0.0,257.0,48.0,9.0,6.0,19.52,True,PA-DSE,histogram,,False
30,bambu,10,False,,NO_BRAM,MEM_ACC_11,1,10.0,12.0,105.18785437483123,0.4931989920000259,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,22.29,True,PA-DSE,histogram,,False
32,bambu,10,False,,NO_BRAM,MEM_ACC_N1,1,10.0,12.0,105.18785437483123,0.4931989920000259,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,21.25,True,PA-DSE,histogram,,False
33,bambu,10,False,,NO_BRAM,MEM_ACC_N1,2,10.0,12.0,105.18785437483123,0.4931989920000259,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,21.68,True,PA-DSE,histogram,,False
35,bambu,10,False,,NO_BRAM,MEM_ACC_NN,2,10.0,12.0,105.2210583069063,0.49619899200002604,527.0,389.0,138.0,0.0,322.0,48.0,12.0,9.0,19.38,True,PA-DSE,histogram,,False
36,bambu,15,False,,ALL_BRAM,MEM_ACC_11,1,10.0,8.0,87.85646987758764,3.617798991999998,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,20.1,True,PA-DSE,histogram,,False
38,bambu,15,False,,ALL_BRAM,MEM_ACC_N1,1,10.0,8.0,87.85646987758764,3.617798991999998,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,20.7,True,PA-DSE,histogram,,False
39,bambu,15,False,,ALL_BRAM,MEM_ACC_N1,2,10.0,8.0,87.85646987758764,3.617798991999998,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,24.66,True,PA-DSE,histogram,,False
41,bambu,15,False,,ALL_BRAM,MEM_ACC_NN,2,10.0,8.0,86.40651789498406,3.4267989919999957,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,13.63,True,PA-DSE,histogram,,False
42,bambu,15,False,,NO_BRAM,MEM_ACC_11,1,10.0,12.0,105.18785437483075,5.493198991999983,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,20.74,True,PA-DSE,histogram,,False
44,bambu,15,False,,NO_BRAM,MEM_ACC_N1,1,10.0,12.0,105.18785437483075,5.493198991999983,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,21.38,True,PA-DSE,histogram,,False
45,bambu,15,False,,NO_BRAM,MEM_ACC_N1,2,10.0,12.0,105.18785437483075,5.493198991999983,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,21.43,True,PA-DSE,histogram,,False
47,bambu,15,False,,NO_BRAM,MEM_ACC_NN,2,10.0,12.0,105.2210583069058,5.496198991999983,527.0,389.0,138.0,0.0,322.0,48.0,12.0,9.0,19.29,True,PA-DSE,histogram,,False
48,bambu,20,False,,ALL_BRAM,MEM_ACC_11,1,10.0,8.0,87.85646987758756,8.617798991999985,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,21.99,True,PA-DSE,histogram,,False
50,bambu,20,False,,ALL_BRAM,MEM_ACC_N1,1,10.0,8.0,87.85646987758756,8.617798991999985,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,21.94,True,PA-DSE,histogram,,False
51,bambu,20,False,,ALL_BRAM,MEM_ACC_N1,2,10.0,8.0,87.85646987758756,8.617798991999985,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,21.89,True,PA-DSE,histogram,,False
53,bambu,20,False,,ALL_BRAM,MEM_ACC_NN,2,10.0,8.0,86.40651789498396,8.426798991999982,359.0,256.0,103.0,0.0,225.0,48.0,8.0,5.0,21.23,True,PA-DSE,histogram,,False
54,bambu,20,False,,NO_BRAM,MEM_ACC_11,1,10.0,12.0,105.18785437483076,10.493198991999984,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,19.0,True,PA-DSE,histogram,,False
56,bambu,20,False,,NO_BRAM,MEM_ACC_N1,1,10.0,12.0,105.18785437483076,10.493198991999984,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,20.72,True,PA-DSE,histogram,,False
57,bambu,20,False,,NO_BRAM,MEM_ACC_N1,2,10.0,12.0,105.18785437483076,10.493198991999984,460.0,322.0,138.0,0.0,322.0,48.0,12.0,9.0,21.19,True,PA-DSE,histogram,,False
59,bambu,20,False,,NO_BRAM,MEM_ACC_NN,2,10.0,12.0,105.22105830690582,10.496198991999984,527.0,389.0,138.0,0.0,322.0,48.0,12.0,9.0,21.09,True,PA-DSE,histogram,,False
