id,tool,clock_period,pipeline,pipeline_ii,memory_policy,channels_type,channels_number,num_control_steps,num_states,max_freq_mhz,min_slack,total_area,area_no_mux,mux_area,num_dsps,num_ffs,num_modules,num_registers,num_muxes,runtime_s,success,strategy,benchmark,error_type,pruned_by_autophagy
0,bambu,5,False,,ALL_BRAM,MEM_ACC_11,1,16.0,14.0,220.33226104966292,0.4614000000000005,277.0,242.0,35.0,3.0,417.0,39.0,14.0,6.0,19.58,True,PA-DSE,fir,,False
2,bambu,5,False,,ALL_BRAM,MEM_ACC_N1,1,16.0,14.0,220.33226104966292,0.4614000000000005,277.0,242.0,35.0,3.0,417.0,39.0,14.0,6.0,18.33,True,PA-DSE,fir,,False
3,bambu,5,False,,ALL_BRAM,MEM_ACC_N1,2,16.0,14.0,220.33226104966292,0.4614000000000005,277.0,242.0,35.0,3.0,417.0,39.0,14.0,6.0,20.0,True,PA-DSE,fir,,False
5,bambu,5,False,,ALL_BRAM,MEM_ACC_NN,2,15.0,13.0,220.33226104966292,0.4614000000000005,277.0,243.0,34.0,3.0,417.0,40.0,14.0,5.0,19.03,True,PA-DSE,fir,,False
6,bambu,5,False,,NO_BRAM,MEM_ACC_11,1,15.0,16.0,220.33226104966292,0.4614000000000005,344.0,308.0,36.0,3.0,417.0,39.0,14.0,7.0,21.06,True,PA-DSE,fir,,False
8,bambu,5,False,,NO_BRAM,MEM_ACC_N1,1,15.0,16.0,220.33226104966292,0.4614000000000005,344.0,308.0,36.0,3.0,417.0,39.0,14.0,7.0,22.15,True,PA-DSE,fir,,False
9,bambu,5,False,,NO_BRAM,MEM_ACC_N1,2,15.0,16.0,220.33226104966292,0.4614000000000005,344.0,308.0,36.0,3.0,417.0,39.0,14.0,7.0,20.34,True,PA-DSE,fir,,False
11,bambu,5,False,,NO_BRAM,MEM_ACC_NN,2,14.0,14.0,220.33226104966292,0.4614000000000005,544.0,509.0,35.0,3.0,417.0,40.0,14.0,6.0,21.79,True,PA-DSE,fir,,False
12,bambu,8,False,,ALL_BRAM,MEM_ACC_11,1,14.0,12.0,157.3910853689249,1.646400000000008,277.0,242.0,35.0,3.0,385.0,39.0,13.0,6.0,20.8,True,PA-DSE,fir,,False
14,bambu,8,False,,ALL_BRAM,MEM_ACC_N1,1,14.0,12.0,157.3910853689249,1.646400000000008,277.0,242.0,35.0,3.0,385.0,39.0,13.0,6.0,20.89,True,PA-DSE,fir,,False
