strategy,benchmark,config_id,success,area,latency,error_type,synthesis_time_s,clock_period,buffer_algorithm,sharing,disable_lsq,fast_token_delivery
Grid_offline_ref,gemm,19,False,,,buffer_placement_failed,0.58,2,fpl22,False,True,True
Grid_offline_ref,gemm,20,False,,,timeout,120.1,2,fpl22,True,False,False
Grid_offline_ref,gemm,21,False,,,buffer_placement_failed,0.58,2,fpl22,True,False,True
Grid_offline_ref,gemm,22,False,,,timeout,120.1,2,fpl22,True,True,False
Grid_offline_ref,gemm,23,False,,,buffer_placement_failed,0.58,2,fpl22,True,True,True
Grid_offline_ref,gemm,24,True,60,664,none,4.23,3,on-merges,False,False,False
Grid_offline_ref,gemm,25,True,64,537,none,4.88,3,on-merges,False,False,True
Grid_offline_ref,gemm,26,True,60,664,none,4.2,3,on-merges,False,True,False
Grid_offline_ref,gemm,27,True,64,537,none,4.67,3,on-merges,False,True,True
Grid_offline_ref,gemm,28,True,62,671,none,3.94,3,on-merges,True,False,False
Grid_offline_ref,gemm,29,True,66,544,none,4.52,3,on-merges,True,False,True
Grid_offline_ref,gemm,30,True,62,671,none,3.98,3,on-merges,True,True,False
Grid_offline_ref,gemm,31,True,66,544,none,4.39,3,on-merges,True,True,True
Grid_offline_ref,gemm,32,False,,,timeout,120.1,3,fpga20,False,False,False
Grid_offline_ref,gemm,33,False,,,buffer_placement_failed,0.58,3,fpga20,False,False,True
Grid_offline_ref,gemm,34,False,,,timeout,120.1,3,fpga20,False,True,False
Grid_offline_ref,gemm,35,False,,,buffer_placement_failed,0.58,3,fpga20,False,True,True
Grid_offline_ref,gemm,36,False,,,timeout,120.1,3,fpga20,True,False,False
Grid_offline_ref,gemm,37,False,,,buffer_placement_failed,0.58,3,fpga20,True,False,True
Grid_offline_ref,gemm,38,False,,,timeout,120.1,3,fpga20,True,True,False
Grid_offline_ref,gemm,39,False,,,buffer_placement_failed,0.59,3,fpga20,True,True,True
Grid_offline_ref,gemm,40,False,,,timeout,120.1,3,fpl22,False,False,False
Grid_offline_ref,gemm,41,False,,,buffer_placement_failed,0.59,3,fpl22,False,False,True
Grid_offline_ref,gemm,42,False,,,timeout,120.1,3,fpl22,False,True,False
Grid_offline_ref,gemm,43,False,,,buffer_placement_failed,0.58,3,fpl22,False,True,True
Grid_offline_ref,gemm,44,False,,,timeout,120.1,3,fpl22,True,False,False
Grid_offline_ref,gemm,45,False,,,buffer_placement_failed,0.58,3,fpl22,True,False,True
Grid_offline_ref,gemm,46,False,,,timeout,120.1,3,fpl22,True,True,False
Grid_offline_ref,gemm,47,False,,,buffer_placement_failed,0.58,3,fpl22,True,True,True
Grid_offline_ref,gemm,48,True,60,664,none,4.21,4,on-merges,False,False,False
Grid_offline_ref,gemm,49,True,64,537,none,4.87,4,on-merges,False,False,True
Grid_offline_ref,gemm,50,True,60,664,none,4.21,4,on-merges,False,True,False
Grid_offline_ref,gemm,51,True,64,537,none,4.86,4,on-merges,False,True,True
Grid_offline_ref,gemm,52,True,62,671,none,4.0,4,on-merges,True,False,False
Grid_offline_ref,gemm,53,True,66,544,none,4.56,4,on-merges,True,False,True
Grid_offline_ref,gemm,54,True,62,671,none,3.98,4,on-merges,True,True,False
Grid_offline_ref,gemm,55,True,66,544,none,4.52,4,on-merges,True,True,True
Grid_offline_ref,gemm,56,False,,,timeout,120.1,4,fpga20,False,False,False
Grid_offline_ref,gemm,57,False,,,buffer_placement_failed,0.58,4,fpga20,False,False,True
Grid_offline_ref,gemm,58,False,,,timeout,120.1,4,fpga20,False,True,False
Grid_offline_ref,gemm,59,False,,,buffer_placement_failed,0.58,4,fpga20,False,True,True
Grid_offline_ref,gemm,60,False,,,timeout,120.1,4,fpga20,True,False,False
Grid_offline_ref,gemm,61,False,,,buffer_placement_failed,0.59,4,fpga20,True,False,True
Grid_offline_ref,gemm,62,False,,,timeout,120.1,4,fpga20,True,True,False
Grid_offline_ref,gemm,63,False,,,buffer_placement_failed,0.58,4,fpga20,True,True,True
Grid_offline_ref,gemm,64,False,,,timeout,120.1,4,fpl22,False,False,False
Grid_offline_ref,gemm,65,False,,,buffer_placement_failed,0.59,4,fpl22,False,False,True
Grid_offline_ref,gemm,66,False,,,timeout,120.1,4,fpl22,False,True,False
Grid_offline_ref,gemm,67,False,,,buffer_placement_failed,0.59,4,fpl22,False,True,True
Grid_offline_ref,gemm,68,False,,,timeout,120.1,4,fpl22,True,False,False
Grid_offline_ref,gemm,69,False,,,buffer_placement_failed,0.59,4,fpl22,True,False,True
Grid_offline_ref,gemm,70,False,,,timeout,120.1,4,fpl22,True,True,False
Grid_offline_ref,gemm,71,False,,,buffer_placement_failed,0.59,4,fpl22,True,True,True
Grid_offline_ref,gemm,72,True,60,664,none,4.23,5,on-merges,False,False,False
Grid_offline_ref,gemm,73,True,64,537,none,4.86,5,on-merges,False,False,True
Grid_offline_ref,gemm,74,True,60,664,none,4.22,5,on-merges,False,True,False
Grid_offline_ref,gemm,75,True,64,537,none,4.85,5,on-merges,False,True,True
Grid_offline_ref,gemm,76,True,62,671,none,3.95,5,on-merges,True,False,False
Grid_offline_ref,gemm,77,True,66,544,none,4.37,5,on-merges,True,False,True
Grid_offline_ref,gemm,78,True,62,671,none,3.96,5,on-merges,True,True,False
Grid_offline_ref,gemm,79,True,66,544,none,4.52,5,on-merges,True,True,True
Grid_offline_ref,gemm,80,False,,,timeout,120.1,5,fpga20,False,False,False
Grid_offline_ref,gemm,81,False,,,buffer_placement_failed,0.58,5,fpga20,False,False,True
Grid_offline_ref,gemm,82,False,,,timeout,120.1,5,fpga20,False,True,False
Grid_offline_ref,gemm,83,False,,,buffer_placement_failed,0.58,5,fpga20,False,True,True
Grid_offline_ref,gemm,84,False,,,timeout,120.1,5,fpga20,True,False,False
Grid_offline_ref,gemm,85,False,,,buffer_placement_failed,0.58,5,fpga20,True,False,True
Grid_offline_ref,gemm,86,False,,,timeout,120.1,5,fpga20,True,True,False
Grid_offline_ref,gemm,87,False,,,buffer_placement_failed,0.58,5,fpga20,True,True,True
Grid_offline_ref,gemm,88,False,,,timeout,120.1,5,fpl22,False,False,False
Grid_offline_ref,gemm,89,False,,,buffer_placement_failed,0.58,5,fpl22,False,False,True
Grid_offline_ref,gemm,90,False,,,timeout,120.1,5,fpl22,False,True,False
Grid_offline_ref,gemm,91,False,,,buffer_placement_failed,0.63,5,fpl22,False,True,True
Grid_offline_ref,gemm,92,False,,,timeout,120.1,5,fpl22,True,False,False
Grid_offline_ref,gemm,93,False,,,buffer_placement_failed,0.58,5,fpl22,True,False,True
Grid_offline_ref,gemm,94,False,,,timeout,120.1,5,fpl22,True,True,False
Grid_offline_ref,gemm,95,False,,,buffer_placement_failed,0.59,5,fpl22,True,True,True
Grid_offline_ref,gemm,96,True,60,664,none,4.21,6,on-merges,False,False,False
Grid_offline_ref,gemm,97,True,64,537,none,4.67,6,on-merges,False,False,True
Grid_offline_ref,gemm,98,True,60,664,none,4.2,6,on-merges,False,True,False
Grid_offline_ref,gemm,99,True,64,537,none,4.69,6,on-merges,False,True,True
Grid_offline_ref,gemm,100,True,62,671,none,3.96,6,on-merges,True,False,False
Grid_offline_ref,gemm,101,True,66,544,none,4.35,6,on-merges,True,False,True
Grid_offline_ref,gemm,102,True,62,671,none,3.96,6,on-merges,True,True,False
Grid_offline_ref,gemm,103,True,66,544,none,4.52,6,on-merges,True,True,True
Grid_offline_ref,gemm,104,False,,,timeout,120.1,6,fpga20,False,False,False
Grid_offline_ref,gemm,105,False,,,buffer_placement_failed,0.58,6,fpga20,False,False,True
Grid_offline_ref,gemm,106,False,,,timeout,120.1,6,fpga20,False,True,False
Grid_offline_ref,gemm,107,False,,,buffer_placement_failed,0.58,6,fpga20,False,True,True
Grid_offline_ref,gemm,108,False,,,timeout,120.1,6,fpga20,True,False,False
Grid_offline_ref,gemm,109,False,,,buffer_placement_failed,0.58,6,fpga20,True,False,True
Grid_offline_ref,gemm,110,False,,,timeout,120.1,6,fpga20,True,True,False
Grid_offline_ref,gemm,111,False,,,buffer_placement_failed,0.58,6,fpga20,True,True,True
Grid_offline_ref,gemm,112,False,,,timeout,120.1,6,fpl22,False,False,False
Grid_offline_ref,gemm,113,False,,,buffer_placement_failed,0.58,6,fpl22,False,False,True
Grid_offline_ref,gemm,114,False,,,timeout,120.1,6,fpl22,False,True,False
Grid_offline_ref,gemm,115,False,,,buffer_placement_failed,0.58,6,fpl22,False,True,True
Grid_offline_ref,gemm,116,False,,,timeout,120.1,6,fpl22,True,False,False
Grid_offline_ref,gemm,117,False,,,buffer_placement_failed,0.58,6,fpl22,True,False,True
Grid_offline_ref,gemm,118,False,,,timeout,120.1,6,fpl22,True,True,False
Grid_offline_ref,gemm,119,False,,,buffer_placement_failed,0.58,6,fpl22,True,True,True
Grid_offline_ref,gemm,120,True,60,664,none,4.23,8,on-merges,False,False,False
Grid_offline_ref,gemm,121,True,64,537,none,4.64,8,on-merges,False,False,True
Grid_offline_ref,gemm,122,True,60,664,none,4.22,8,on-merges,False,True,False
Grid_offline_ref,gemm,123,True,64,537,none,4.82,8,on-merges,False,True,True
Grid_offline_ref,gemm,124,True,62,671,none,4.03,8,on-merges,True,False,False
Grid_offline_ref,gemm,125,True,66,544,none,4.39,8,on-merges,True,False,True
Grid_offline_ref,gemm,126,True,62,671,none,3.95,8,on-merges,True,True,False
Grid_offline_ref,gemm,127,True,66,544,none,4.55,8,on-merges,True,True,True
Grid_offline_ref,gemm,128,False,,,timeout,120.1,8,fpga20,False,False,False
Grid_offline_ref,gemm,129,False,,,buffer_placement_failed,0.59,8,fpga20,False,False,True
Grid_offline_ref,gemm,130,False,,,timeout,120.1,8,fpga20,False,True,False
Grid_offline_ref,gemm,131,False,,,buffer_placement_failed,0.58,8,fpga20,False,True,True
Grid_offline_ref,gemm,132,False,,,timeout,120.1,8,fpga20,True,False,False
Grid_offline_ref,gemm,133,False,,,buffer_placement_failed,0.59,8,fpga20,True,False,True
Grid_offline_ref,gemm,134,False,,,timeout,120.1,8,fpga20,True,True,False
Grid_offline_ref,gemm,135,False,,,buffer_placement_failed,0.59,8,fpga20,True,True,True
Grid_offline_ref,gemm,136,False,,,timeout,120.1,8,fpl22,False,False,False
Grid_offline_ref,gemm,137,False,,,buffer_placement_failed,0.59,8,fpl22,False,False,True
Grid_offline_ref,gemm,138,False,,,timeout,120.1,8,fpl22,False,True,False
Grid_offline_ref,gemm,139,False,,,buffer_placement_failed,0.59,8,fpl22,False,True,True
Grid_offline_ref,gemm,140,False,,,timeout,120.1,8,fpl22,True,False,False
Grid_offline_ref,gemm,141,False,,,buffer_placement_failed,0.58,8,fpl22,True,False,True
Grid_offline_ref,gemm,142,False,,,timeout,120.1,8,fpl22,True,True,False
Grid_offline_ref,gemm,143,False,,,buffer_placement_failed,0.58,8,fpl22,True,True,True
Grid_offline_ref,gemm,144,True,60,664,none,4.22,10,on-merges,False,False,False
Grid_offline_ref,gemm,145,True,64,537,none,4.66,10,on-merges,False,False,True
Grid_offline_ref,gemm,146,True,60,664,none,4.19,10,on-merges,False,True,False
Grid_offline_ref,gemm,147,True,64,537,none,4.85,10,on-merges,False,True,True
Grid_offline_ref,gemm,148,True,62,671,none,4.01,10,on-merges,True,False,False
Grid_offline_ref,gemm,149,True,66,544,none,4.39,10,on-merges,True,False,True
Grid_offline_ref,gemm,150,True,62,671,none,3.95,10,on-merges,True,True,False
Grid_offline_ref,gemm,151,True,66,544,none,4.37,10,on-merges,True,True,True
Grid_offline_ref,gemm,152,False,,,timeout,120.1,10,fpga20,False,False,False
Grid_offline_ref,gemm,153,False,,,buffer_placement_failed,0.59,10,fpga20,False,False,True
Grid_offline_ref,gemm,154,False,,,timeout,120.1,10,fpga20,False,True,False
Grid_offline_ref,gemm,155,False,,,buffer_placement_failed,0.58,10,fpga20,False,True,True
Grid_offline_ref,gemm,156,False,,,timeout,120.1,10,fpga20,True,False,False
Grid_offline_ref,gemm,157,False,,,buffer_placement_failed,0.58,10,fpga20,True,False,True
Grid_offline_ref,gemm,158,False,,,timeout,120.1,10,fpga20,True,True,False
Grid_offline_ref,gemm,159,False,,,buffer_placement_failed,0.58,10,fpga20,True,True,True
Grid_offline_ref,gemm,160,False,,,timeout,120.1,10,fpl22,False,False,False
Grid_offline_ref,gemm,161,False,,,buffer_placement_failed,0.58,10,fpl22,False,False,True
Grid_offline_ref,gemm,162,False,,,timeout,120.1,10,fpl22,False,True,False
Grid_offline_ref,gemm,163,False,,,buffer_placement_failed,0.58,10,fpl22,False,True,True
Grid_offline_ref,gemm,164,False,,,timeout,120.1,10,fpl22,True,False,False
Grid_offline_ref,gemm,165,False,,,buffer_placement_failed,0.59,10,fpl22,True,False,True
Grid_offline_ref,gemm,166,False,,,timeout,120.1,10,fpl22,True,True,False
Grid_offline_ref,gemm,167,False,,,buffer_placement_failed,0.59,10,fpl22,True,True,True
Grid_offline_ref,gemm,168,True,60,664,none,4.24,12,on-merges,False,False,False
Grid_offline_ref,gemm,169,True,64,537,none,4.89,12,on-merges,False,False,True
Grid_offline_ref,gemm,170,True,60,664,none,4.22,12,on-merges,False,True,False
Grid_offline_ref,gemm,171,True,64,537,none,4.84,12,on-merges,False,True,True
Grid_offline_ref,gemm,172,True,62,671,none,3.96,12,on-merges,True,False,False
Grid_offline_ref,gemm,173,True,66,544,none,4.37,12,on-merges,True,False,True
Grid_offline_ref,gemm,174,True,62,671,none,3.95,12,on-merges,True,True,False
Grid_offline_ref,gemm,175,True,66,544,none,4.34,12,on-merges,True,True,True
Grid_offline_ref,gemm,176,True,63,602,none,54.31,12,fpga20,False,False,False
Grid_offline_ref,gemm,177,False,,,buffer_placement_failed,0.58,12,fpga20,False,False,True
Grid_offline_ref,gemm,178,True,63,602,none,54.58,12,fpga20,False,True,False
Grid_offline_ref,gemm,179,False,,,buffer_placement_failed,0.58,12,fpga20,False,True,True
Grid_offline_ref,gemm,180,True,65,609,none,54.56,12,fpga20,True,False,False
Grid_offline_ref,gemm,181,False,,,buffer_placement_failed,0.58,12,fpga20,True,False,True
Grid_offline_ref,gemm,182,True,65,609,none,54.71,12,fpga20,True,True,False
Grid_offline_ref,gemm,183,False,,,buffer_placement_failed,0.58,12,fpga20,True,True,True
Grid_offline_ref,gemm,184,False,,,timeout,120.1,12,fpl22,False,False,False
Grid_offline_ref,gemm,185,False,,,buffer_placement_failed,0.58,12,fpl22,False,False,True
Grid_offline_ref,gemm,186,False,,,timeout,120.1,12,fpl22,False,True,False
Grid_offline_ref,gemm,187,False,,,buffer_placement_failed,0.58,12,fpl22,False,True,True
Grid_offline_ref,gemm,188,False,,,timeout,120.1,12,fpl22,True,False,False
Grid_offline_ref,gemm,189,False,,,buffer_placement_failed,0.58,12,fpl22,True,False,True
Grid_offline_ref,gemm,190,False,,,timeout,120.1,12,fpl22,True,True,False
Grid_offline_ref,gemm,191,False,,,buffer_placement_failed,0.59,12,fpl22,True,True,True
Grid_offline_ref,gesummv,0,True,52,421,none,3.22,2,on-merges,False,False,False
Grid_offline_ref,gesummv,1,True,57,367,none,3.3,2,on-merges,False,False,True
Grid_offline_ref,gesummv,2,True,52,421,none,3.18,2,on-merges,False,True,False
Grid_offline_ref,gesummv,3,True,57,367,none,3.29,2,on-merges,False,True,True
Grid_offline_ref,gesummv,4,True,54,429,none,3.03,2,on-merges,True,False,False
Grid_offline_ref,gesummv,5,True,59,375,none,3.47,2,on-merges,True,False,True
Grid_offline_ref,gesummv,6,True,54,429,none,3.07,2,on-merges,True,True,False
Grid_offline_ref,gesummv,7,True,59,375,none,3.46,2,on-merges,True,True,True
Grid_offline_ref,gesummv,8,True,59,463,none,16.35,2,fpga20,False,False,False
Grid_offline_ref,gesummv,9,False,,,buffer_placement_failed,0.53,2,fpga20,False,False,True
Grid_offline_ref,gesummv,10,True,59,463,none,16.37,2,fpga20,False,True,False
Grid_offline_ref,gesummv,11,False,,,buffer_placement_failed,0.52,2,fpga20,False,True,True
Grid_offline_ref,gesummv,12,True,61,471,none,16.35,2,fpga20,True,False,False
Grid_offline_ref,gesummv,13,False,,,buffer_placement_failed,0.51,2,fpga20,True,False,True
Grid_offline_ref,gesummv,14,True,61,471,none,16.3,2,fpga20,True,True,False
Grid_offline_ref,gesummv,15,False,,,buffer_placement_failed,0.52,2,fpga20,True,True,True
Grid_offline_ref,gesummv,16,True,65,629,none,12.71,2,fpl22,False,False,False
Grid_offline_ref,gesummv,17,False,,,buffer_placement_failed,0.51,2,fpl22,False,False,True
Grid_offline_ref,gesummv,18,True,65,629,none,12.95,2,fpl22,False,True,False
Grid_offline_ref,gesummv,19,False,,,buffer_placement_failed,0.52,2,fpl22,False,True,True
Grid_offline_ref,gesummv,20,True,67,637,none,12.69,2,fpl22,True,False,False
Grid_offline_ref,gesummv,21,False,,,buffer_placement_failed,0.52,2,fpl22,True,False,True
Grid_offline_ref,gesummv,22,True,67,637,none,12.71,2,fpl22,True,True,False
Grid_offline_ref,gesummv,23,False,,,buffer_placement_failed,0.52,2,fpl22,True,True,True
Grid_offline_ref,gesummv,24,True,52,421,none,3.21,3,on-merges,False,False,False
Grid_offline_ref,gesummv,25,True,57,367,none,3.25,3,on-merges,False,False,True
Grid_offline_ref,gesummv,26,True,52,421,none,3.21,3,on-merges,False,True,False
Grid_offline_ref,gesummv,27,True,57,367,none,3.28,3,on-merges,False,True,True
Grid_offline_ref,gesummv,28,True,54,429,none,3.06,3,on-merges,True,False,False
Grid_offline_ref,gesummv,29,True,59,375,none,3.49,3,on-merges,True,False,True
Grid_offline_ref,gesummv,30,True,54,429,none,3.0,3,on-merges,True,True,False
Grid_offline_ref,gesummv,31,True,59,375,none,3.46,3,on-merges,True,True,True
Grid_offline_ref,gesummv,32,True,60,443,none,30.36,3,fpga20,False,False,False
Grid_offline_ref,gesummv,33,False,,,buffer_placement_failed,0.52,3,fpga20,False,False,True
Grid_offline_ref,gesummv,34,True,60,443,none,30.47,3,fpga20,False,True,False
Grid_offline_ref,gesummv,35,False,,,buffer_placement_failed,0.52,3,fpga20,False,True,True
Grid_offline_ref,gesummv,36,True,62,451,none,30.37,3,fpga20,True,False,False
Grid_offline_ref,gesummv,37,False,,,buffer_placement_failed,0.52,3,fpga20,True,False,True
Grid_offline_ref,gesummv,38,True,62,451,none,30.43,3,fpga20,True,True,False
Grid_offline_ref,gesummv,39,False,,,buffer_placement_failed,0.52,3,fpga20,True,True,True
Grid_offline_ref,gesummv,40,False,,,timeout,120.1,3,fpl22,False,False,False
Grid_offline_ref,gesummv,41,False,,,buffer_placement_failed,0.52,3,fpl22,False,False,True
Grid_offline_ref,gesummv,42,False,,,timeout,120.1,3,fpl22,False,True,False
Grid_offline_ref,gesummv,43,False,,,buffer_placement_failed,0.52,3,fpl22,False,True,True
Grid_offline_ref,gesummv,44,False,,,timeout,120.1,3,fpl22,True,False,False
Grid_offline_ref,gesummv,45,False,,,buffer_placement_failed,0.53,3,fpl22,True,False,True
Grid_offline_ref,gesummv,46,False,,,timeout,120.1,3,fpl22,True,True,False
Grid_offline_ref,gesummv,47,False,,,buffer_placement_failed,0.52,3,fpl22,True,True,True
Grid_offline_ref,gesummv,48,True,52,421,none,3.17,4,on-merges,False,False,False
Grid_offline_ref,gesummv,49,True,57,367,none,3.27,4,on-merges,False,False,True
Grid_offline_ref,gesummv,50,True,52,421,none,3.2,4,on-merges,False,True,False
Grid_offline_ref,gesummv,51,True,57,367,none,3.3,4,on-merges,False,True,True
Grid_offline_ref,gesummv,52,True,54,429,none,3.01,4,on-merges,True,False,False
Grid_offline_ref,gesummv,53,True,59,375,none,3.47,4,on-merges,True,False,True
Grid_offline_ref,gesummv,54,True,54,429,none,3.01,4,on-merges,True,True,False
Grid_offline_ref,gesummv,55,True,59,375,none,3.47,4,on-merges,True,True,True
Grid_offline_ref,gesummv,56,True,61,431,none,66.51,4,fpga20,False,False,False
Grid_offline_ref,gesummv,57,False,,,buffer_placement_failed,0.51,4,fpga20,False,False,True
Grid_offline_ref,gesummv,58,True,61,431,none,66.54,4,fpga20,False,True,False
Grid_offline_ref,gesummv,59,False,,,buffer_placement_failed,0.51,4,fpga20,False,True,True
Grid_offline_ref,gesummv,60,True,63,439,none,66.07,4,fpga20,True,False,False
Grid_offline_ref,gesummv,61,False,,,buffer_placement_failed,0.52,4,fpga20,True,False,True
Grid_offline_ref,gesummv,62,True,63,439,none,66.59,4,fpga20,True,True,False
Grid_offline_ref,gesummv,63,False,,,buffer_placement_failed,0.52,4,fpga20,True,True,True
Grid_offline_ref,gesummv,64,False,,,timeout,120.1,4,fpl22,False,False,False
Grid_offline_ref,gesummv,65,False,,,buffer_placement_failed,0.52,4,fpl22,False,False,True
Grid_offline_ref,gesummv,66,False,,,timeout,120.1,4,fpl22,False,True,False
Grid_offline_ref,gesummv,67,False,,,buffer_placement_failed,0.52,4,fpl22,False,True,True
Grid_offline_ref,gesummv,68,False,,,timeout,120.1,4,fpl22,True,False,False
Grid_offline_ref,gesummv,69,False,,,buffer_placement_failed,0.53,4,fpl22,True,False,True
Grid_offline_ref,gesummv,70,False,,,timeout,120.1,4,fpl22,True,True,False
Grid_offline_ref,gesummv,71,False,,,buffer_placement_failed,0.52,4,fpl22,True,True,True
Grid_offline_ref,gesummv,72,True,52,421,none,3.21,5,on-merges,False,False,False
Grid_offline_ref,gesummv,73,True,57,367,none,3.33,5,on-merges,False,False,True
Grid_offline_ref,gesummv,74,True,52,421,none,3.26,5,on-merges,False,True,False
Grid_offline_ref,gesummv,75,True,57,367,none,3.31,5,on-merges,False,True,True
Grid_offline_ref,gesummv,76,True,54,429,none,3.02,5,on-merges,True,False,False
Grid_offline_ref,gesummv,77,True,59,375,none,3.49,5,on-merges,True,False,True
Grid_offline_ref,gesummv,78,True,54,429,none,3.06,5,on-merges,True,True,False
Grid_offline_ref,gesummv,79,True,59,375,none,3.49,5,on-merges,True,True,True
Grid_offline_ref,gesummv,80,True,61,421,none,7.95,5,fpga20,False,False,False
Grid_offline_ref,gesummv,81,False,,,buffer_placement_failed,0.51,5,fpga20,False,False,True
Grid_offline_ref,gesummv,82,True,61,421,none,7.96,5,fpga20,False,True,False
Grid_offline_ref,gesummv,83,False,,,buffer_placement_failed,0.52,5,fpga20,False,True,True
Grid_offline_ref,gesummv,84,True,63,433,none,8.3,5,fpga20,True,False,False
Grid_offline_ref,gesummv,85,False,,,buffer_placement_failed,0.52,5,fpga20,True,False,True
Grid_offline_ref,gesummv,86,True,63,433,none,8.28,5,fpga20,True,True,False
Grid_offline_ref,gesummv,87,False,,,buffer_placement_failed,0.52,5,fpga20,True,True,True
Grid_offline_ref,gesummv,88,False,,,timeout,120.0,5,fpl22,False,False,False
Grid_offline_ref,gesummv,89,False,,,buffer_placement_failed,0.52,5,fpl22,False,False,True
Grid_offline_ref,gesummv,90,False,,,timeout,120.1,5,fpl22,False,True,False
Grid_offline_ref,gesummv,91,False,,,buffer_placement_failed,0.52,5,fpl22,False,True,True
Grid_offline_ref,gesummv,92,False,,,timeout,120.1,5,fpl22,True,False,False
Grid_offline_ref,gesummv,93,False,,,buffer_placement_failed,0.52,5,fpl22,True,False,True
Grid_offline_ref,gesummv,94,False,,,timeout,120.1,5,fpl22,True,True,False
Grid_offline_ref,gesummv,95,False,,,buffer_placement_failed,0.52,5,fpl22,True,True,True
Grid_offline_ref,gesummv,96,True,52,421,none,3.21,6,on-merges,False,False,False
Grid_offline_ref,gesummv,97,True,57,367,none,3.29,6,on-merges,False,False,True
Grid_offline_ref,gesummv,98,True,52,421,none,3.18,6,on-merges,False,True,False
Grid_offline_ref,gesummv,99,True,57,367,none,3.29,6,on-merges,False,True,True
Grid_offline_ref,gesummv,100,True,54,429,none,3.01,6,on-merges,True,False,False
Grid_offline_ref,gesummv,101,True,59,375,none,3.47,6,on-merges,True,False,True
Grid_offline_ref,gesummv,102,True,54,429,none,3.04,6,on-merges,True,True,False
Grid_offline_ref,gesummv,103,True,59,375,none,3.46,6,on-merges,True,True,True
Grid_offline_ref,gesummv,104,True,56,411,none,6.54,6,fpga20,False,False,False
Grid_offline_ref,gesummv,105,False,,,buffer_placement_failed,0.52,6,fpga20,False,False,True
Grid_offline_ref,gesummv,106,True,56,411,none,6.57,6,fpga20,False,True,False
Grid_offline_ref,gesummv,107,False,,,buffer_placement_failed,0.52,6,fpga20,False,True,True
Grid_offline_ref,gesummv,108,True,58,423,none,6.59,6,fpga20,True,False,False
Grid_offline_ref,gesummv,109,False,,,buffer_placement_failed,0.52,6,fpga20,True,False,True
Grid_offline_ref,gesummv,110,True,58,423,none,6.63,6,fpga20,True,True,False
Grid_offline_ref,gesummv,111,False,,,buffer_placement_failed,0.52,6,fpga20,True,True,True
Grid_offline_ref,gesummv,112,False,,,timeout,120.1,6,fpl22,False,False,False
Grid_offline_ref,gesummv,113,False,,,buffer_placement_failed,0.52,6,fpl22,False,False,True
Grid_offline_ref,gesummv,114,False,,,timeout,120.1,6,fpl22,False,True,False
Grid_offline_ref,gesummv,115,False,,,buffer_placement_failed,0.51,6,fpl22,False,True,True
Grid_offline_ref,gesummv,116,False,,,timeout,120.1,6,fpl22,True,False,False
Grid_offline_ref,gesummv,117,False,,,buffer_placement_failed,0.52,6,fpl22,True,False,True
Grid_offline_ref,gesummv,118,False,,,timeout,120.1,6,fpl22,True,True,False
Grid_offline_ref,gesummv,119,False,,,buffer_placement_failed,0.52,6,fpl22,True,True,True
Grid_offline_ref,gesummv,120,True,52,421,none,3.2,8,on-merges,False,False,False
Grid_offline_ref,gesummv,121,True,57,367,none,3.27,8,on-merges,False,False,True
Grid_offline_ref,gesummv,122,True,52,421,none,3.23,8,on-merges,False,True,False
Grid_offline_ref,gesummv,123,True,57,367,none,3.28,8,on-merges,False,True,True
Grid_offline_ref,gesummv,124,True,54,429,none,3.01,8,on-merges,True,False,False
Grid_offline_ref,gesummv,125,True,59,375,none,3.45,8,on-merges,True,False,True
Grid_offline_ref,gesummv,126,True,54,429,none,3.0,8,on-merges,True,True,False
Grid_offline_ref,gesummv,127,True,59,375,none,3.44,8,on-merges,True,True,True
Grid_offline_ref,gesummv,128,True,55,411,none,6.85,8,fpga20,False,False,False
Grid_offline_ref,gesummv,129,False,,,buffer_placement_failed,0.51,8,fpga20,False,False,True
Grid_offline_ref,gesummv,130,True,55,411,none,6.86,8,fpga20,False,True,False
Grid_offline_ref,gesummv,131,False,,,buffer_placement_failed,0.52,8,fpga20,False,True,True
Grid_offline_ref,gesummv,132,True,57,423,none,6.98,8,fpga20,True,False,False
Grid_offline_ref,gesummv,133,False,,,buffer_placement_failed,0.53,8,fpga20,True,False,True
Grid_offline_ref,gesummv,134,True,57,423,none,6.96,8,fpga20,True,True,False
Grid_offline_ref,gesummv,135,False,,,buffer_placement_failed,0.51,8,fpga20,True,True,True
Grid_offline_ref,gesummv,136,False,,,timeout,120.1,8,fpl22,False,False,False
Grid_offline_ref,gesummv,137,False,,,buffer_placement_failed,0.52,8,fpl22,False,False,True
Grid_offline_ref,gesummv,138,False,,,timeout,120.1,8,fpl22,False,True,False
Grid_offline_ref,gesummv,139,False,,,buffer_placement_failed,0.51,8,fpl22,False,True,True
Grid_offline_ref,gesummv,140,False,,,timeout,120.1,8,fpl22,True,False,False
Grid_offline_ref,gesummv,141,False,,,buffer_placement_failed,0.52,8,fpl22,True,False,True
Grid_offline_ref,gesummv,142,False,,,timeout,120.1,8,fpl22,True,True,False
Grid_offline_ref,gesummv,143,False,,,buffer_placement_failed,0.52,8,fpl22,True,True,True
Grid_offline_ref,gesummv,144,True,52,421,none,3.21,10,on-merges,False,False,False
Grid_offline_ref,gesummv,145,True,57,367,none,3.3,10,on-merges,False,False,True
Grid_offline_ref,gesummv,146,True,52,421,none,3.22,10,on-merges,False,True,False
